,loss,accuracy,val_loss,val_accuracy
0,1.0493835736234844,0.6226045489311218,1.3267519384622575,0.528124988079071
1,1.0391574395292,0.6265953779220581,1.334845894575119,0.53125
2,1.0321876353027386,0.6231046319007874,1.3356555670499801,0.5328124761581421
3,1.0317184517788525,0.6312861442565918,1.3230441778898239,0.5390625
4,1.024965783599628,0.6316133737564087,1.317230424284935,0.5328124761581421
5,1.0037096945906825,0.6375041007995605,1.3338887214660644,0.518750011920929
6,1.0145423864738312,0.6312861442565918,1.3211912244558335,0.5328124761581421
7,1.0054421823573787,0.6321588158607483,1.3216825544834137,0.53125
8,1.0044779023024513,0.641213059425354,1.3184312462806702,0.5390625
9,0.9775432749040075,0.6474310159683228,1.3045664042234422,0.535937488079071
10,0.9820108371562756,0.6392495036125183,1.3001317590475083,0.5390625
11,0.972273532158548,0.6445947289466858,1.2971695810556412,0.5375000238418579
12,0.9886727247761448,0.6381586194038391,1.3099829435348511,0.5406249761581421
13,0.97791545254799,0.650049090385437,1.2830724626779557,0.5406249761581421
14,0.9663180334950087,0.6486309766769409,1.2933085501194,0.546875
15,0.9642816249931783,0.6497218012809753,1.2937189936637878,0.550000011920929
16,0.960814381797922,0.6469946503639221,1.2752348095178605,0.551562488079071
17,0.9493098856384055,0.6558306813240051,1.2855551302433015,0.535937488079071
18,0.9411027659126153,0.6537580490112305,1.2918107151985168,0.550000011920929
19,0.9572780325665812,0.657248854637146,1.270848873257637,0.5484374761581421
20,0.9317572338573022,0.6621577143669128,1.2836559534072876,0.543749988079071
21,0.9411641072392061,0.6555034518241882,1.2667147845029831,0.543749988079071
22,0.936140066549772,0.6652121543884277,1.2688762366771698,0.543749988079071
23,0.9392634031360901,0.6580124497413635,1.2648042827844619,0.5484374761581421
24,0.9307351034925849,0.6568124890327454,1.2645401120185853,0.5390625
25,0.9194618613324353,0.663248598575592,1.2800345599651337,0.546875
26,0.9289608222129783,0.6641213297843933,1.260954675078392,0.5546875
27,0.9249739028302927,0.6599760055541992,1.2610155105590821,0.5453125238418579
28,0.9210597351201556,0.6636849641799927,1.2724324762821198,0.5406249761581421
29,0.9262580780357731,0.661612331867218,1.2754034280776978,0.546875
